,img,objects
2130,covid_memes_1634.png,
2131,covid_memes_1647.png,bird
2132,covid_memes_1742.png,person suitcase person suitcase
2133,covid_memes_1404.png,person person person person person
2134,covid_memes_1658.png,person person person
2135,covid_memes_1631.png,potted plant bowl cat vase cup
2136,covid_memes_1589.png,person dog person person
2137,covid_memes_1577.png,person
2138,covid_memes_1815.png,person
2139,covid_memes_1522.png,person person bottle sports ball person
2140,covid_memes_14.png,person person
2141,covid_memes_1349.png,stop sign stop sign person
2142,covid_memes_1045.png,person person person person person person person person person cell phone
2143,covid_memes_1464.png,person person person person
2144,covid_memes_1612.png,person
2145,covid_memes_1571.png,person tie
2146,covid_memes_1587.png,person frisbee
2147,covid_memes_1534.png,person dining table
2148,covid_memes_137.png,person
2149,covid_memes_141.png,person person sports ball person
2150,covid_memes_1299.png,dog dog bicycle dog dog dog cat
2151,covid_memes_1043.png,dog
2152,covid_memes_1691.png,person
2153,covid_memes_1646.png,person person
2154,covid_memes_1162.png,person person laptop
2155,covid_memes_1829.png,person person person
2156,covid_memes_149.png,person person person tie tie person person cup
2157,covid_memes_1052.png,person
2158,covid_memes_2051.png,person person person
2159,covid_memes_1935.png,
2160,covid_memes_2086.png,bottle
2161,covid_memes_1521.png,person couch chair
2162,covid_memes_1460.png,person person person
2163,covid_memes_1007.png,
2164,covid_memes_1029.png,person
2165,covid_memes_1684.png,
2166,covid_memes_1787.png,person
2167,covid_memes_1218.png,person person person person person person person person
2168,covid_memes_1917.png,person dog
2169,covid_memes_1703.png,suitcase
2170,covid_memes_1801.png,person person car person
2171,covid_memes_2033.png,person person book cup
2172,covid_memes_1303.png,person car person person
2173,covid_memes_1010.png,person bottle dog dog
2174,covid_memes_1296.png,person tie chair person
2175,covid_memes_1189.png,person
2176,covid_memes_1729.png,person
2177,covid_memes_1993.png,person person person person
2178,covid_memes_155.png,person tie person
2179,covid_memes_1511.png,dog
2180,covid_memes_1078.png,person person person handbag
2181,covid_memes_1833.png,person couch keyboard person
2182,covid_memes_2012.png,person person
2183,covid_memes_195.png,person person person zebra
2184,covid_memes_1079.png,cat
2185,covid_memes_103.png,person
2186,covid_memes_1969.png,person person
2187,covid_memes_1871.png,person person person person book person person
2188,covid_memes_2132.png,person person car tie person person
2189,covid_memes_1206.png,person hot dog carrot bowl hot dog carrot
2190,covid_memes_2055.png,person person
2191,covid_memes_1378.png,pizza sandwich oven
2192,covid_memes_2036.png,person person cup
2193,covid_memes_1107.png,person
2194,covid_memes_1938.png,person person person person
2195,covid_memes_2013.png,person person
2196,covid_memes_1425.png,
2197,covid_memes_1482.png,person person person person person
2198,covid_memes_1842.png,bird
2199,covid_memes_1065.png,dog
2200,covid_memes_138.png,person person person tv
2201,covid_memes_1247.png,person
2202,covid_memes_2151.png,person tie person person person person person bird tie person
2203,covid_memes_1983.png,person
2204,covid_memes_147.png,person tie tie
2205,covid_memes_152.png,person tie person tie
2206,covid_memes_1821.png,
2207,covid_memes_1858.png,cat dog
2208,covid_memes_1977.png,person
2209,covid_memes_1988.png,person sports ball bed bed
2210,covid_memes_1096.png,person remote
2211,covid_memes_113.png,bird sports ball
2212,covid_memes_1008.png,person person handbag
2213,covid_memes_2026.png,person person person
2214,covid_memes_2092.png,scissors
2215,covid_memes_1171.png,person book
2216,covid_memes_1708.png,bird
2217,covid_memes_1748.png,person person
2218,covid_memes_1973.png,sports ball
2219,covid_memes_133.png,person person person person
2220,covid_memes_1424.png,cat
2221,covid_memes_1330.png,person cup
2222,covid_memes_2153.png,
2223,covid_memes_1280.png,person person person tv
2224,covid_memes_1251.png,person
2225,covid_memes_2063.png,person person tie person tie person person person bottle person person person person person person clock cell phone
2226,covid_memes_192.png,person
2227,covid_memes_1148.png,
2228,covid_memes_2075.png,person person tie truck person car
2229,covid_memes_1198.png,person person person handbag person handbag
2230,covid_memes_2049.png,person person person
2231,covid_memes_159.png,person cell phone
2232,covid_memes_1258.png,person tennis racket person person
2233,covid_memes_2072.png,person
2234,covid_memes_1243.png,person person person bench bench person person person
2235,covid_memes_1087.png,person
2236,covid_memes_1575.png,person
2237,covid_memes_1413.png,person laptop bed bed tie book teddy bear
2238,covid_memes_1382.png,person person person tie tie
2239,covid_memes_1530.png,person
2240,covid_memes_1416.png,person cell phone
2241,covid_memes_1937.png,person refrigerator handbag
2242,covid_memes_1919.png,cat
2243,covid_memes_1505.png,person
2244,covid_memes_1449.png,person frisbee
2245,covid_memes_1030.png,person person person person person person person person person person person person
2246,covid_memes_1540.png,
2247,covid_memes_1820.png,person person chair
2248,covid_memes_134.png,person tie person person bottle bottle bottle
2249,covid_memes_1657.png,person person person tie tv
2250,covid_memes_1506.png,dog person person person person person person
2251,covid_memes_196.png,person
2252,covid_memes_1581.png,person person person person person cell phone
2253,covid_memes_1388.png,
2254,covid_memes_1084.png,person
2255,covid_memes_2059.png,person laptop book
2256,covid_memes_2029.png,person person sports ball
2257,covid_memes_1570.png,person person person person person person
2258,covid_memes_1513.png,
2259,covid_memes_1514.png,cat
2260,covid_memes_2115.png,person book book book book
2261,covid_memes_1621.png,person donut tie
2262,covid_memes_1026.png,person
2263,covid_memes_1737.png,person
2264,covid_memes_1284.png,truck truck
2265,covid_memes_1864.png,person
2266,covid_memes_1611.png,person baseball glove
2267,covid_memes_1582.png,person dog dog
2268,covid_memes_2007.png,person
2269,covid_memes_1094.png,person person person
2270,covid_memes_1459.png,person person person cup person handbag person person
2271,covid_memes_2124.png,person person cup chair bottle cup
2272,covid_memes_1434.png,person person person person person
2273,covid_memes_1862.png,
2274,covid_memes_1091.png,person wine glass
2275,covid_memes_1426.png,person
2276,covid_memes_1934.png,
2277,covid_memes_2147.png,person tie person person person person person person person
2278,covid_memes_1370.png,cat
2279,covid_memes_1343.png,dog tv
2280,covid_memes_2040.png,person sports ball umbrella
2281,covid_memes_1209.png,person person person person person person person person
2282,covid_memes_1458.png,
2283,covid_memes_1736.png,person person person person
2284,covid_memes_2140.png,person donut
2285,covid_memes_1441.png,sports ball sports ball bird clock
2286,covid_memes_1100.png,person person person
2287,covid_memes_1397.png,person person cup
2288,covid_memes_1470.png,person chair cake
2289,covid_memes_1412.png,person
2290,covid_memes_1073.png,person dining table person dining table
2291,covid_memes_1984.png,person person person person person cup
2292,covid_memes_1592.png,person person person tie
2293,covid_memes_1474.png,person person tie
2294,covid_memes_1227.png,person person person person person person person person
2295,covid_memes_1796.png,person person
2296,covid_memes_1671.png,person
2297,covid_memes_1318.png,person
2298,covid_memes_198.png,person
2299,covid_memes_13.png,person person person wine glass person surfboard tie
2300,covid_memes_1042.png,person person person tie tie
2301,covid_memes_156.png,tie person person
2302,covid_memes_1197.png,person person tie dining table
2303,covid_memes_1542.png,
2304,covid_memes_1533.png,person
2305,covid_memes_1828.png,person person person person
2306,covid_memes_1565.png,person person person person person person person person baseball bat
2307,covid_memes_1122.png,
2308,covid_memes_122.png,person person person person person person person person person person person tv person suitcase
2309,covid_memes_2098.png,person cell phone
2310,covid_memes_1605.png,person person person person
2311,covid_memes_1613.png,person person
2312,covid_memes_1922.png,person person person person person person person person tv handbag person person tv person person person
2313,covid_memes_1798.png,person person person person person person person person person person
2314,covid_memes_1578.png,person person person clock tie person
2315,covid_memes_1186.png,person person clock frisbee person person umbrella person
2316,covid_memes_1700.png,person
2317,covid_memes_172.png,person tie person tv chair tv
2318,covid_memes_1491.png,person sports ball
2319,covid_memes_1430.png,person person person
2320,covid_memes_1874.png,person person person person person person person person person person
2321,covid_memes_1461.png,person tie tie person person person tv person
2322,covid_memes_1234.png,person dog person dog teddy bear person
2323,covid_memes_215.png,person person
2324,covid_memes_1757.png,dog traffic light
2325,covid_memes_1192.png,person
2326,covid_memes_1905.png,person person dining table
2327,covid_memes_1083.png,person person person person tennis racket person person
2328,covid_memes_1321.png,
2329,covid_memes_1661.png,person tv person tie person dog
2330,covid_memes_1594.png,dog
2331,covid_memes_1023.png,person person
2332,covid_memes_1978.png,person person person person tie tie
2333,covid_memes_1873.png,person person car tv person
2334,covid_memes_2024.png,person teddy bear
2335,covid_memes_1568.png,person person person person
2336,covid_memes_170.png,person tie person person person
2337,covid_memes_1489.png,
2338,covid_memes_1910.png,bottle
2339,covid_memes_1782.png,person
2340,covid_memes_1724.png,teddy bear
2341,covid_memes_1832.png,person person person person person baseball glove dog person
2342,covid_memes_1735.png,person person person person person person person person
2343,covid_memes_1614.png,cat
2344,covid_memes_1665.png,person cell phone person person person person
2345,covid_memes_1527.png,person keyboard person person
2346,covid_memes_1417.png,person person
2347,covid_memes_1780.png,person person
2348,covid_memes_1921.png,person person person person person person person person laptop
2349,covid_memes_213.png,person person
2350,covid_memes_136.png,bottle bottle bird person vase book
2351,covid_memes_1523.png,person cat person person person
2352,covid_memes_1177.png,
2353,covid_memes_1697.png,person book book book book
2354,covid_memes_1806.png,person person person
2355,covid_memes_1117.png,person person person person person person person baseball glove
2356,covid_memes_1769.png,bird
2357,covid_memes_1176.png,cat person person person
2358,covid_memes_1250.png,person
2359,covid_memes_2019.png,person person teddy bear
2360,covid_memes_1387.png,person tie person person chair remote remote person
2361,covid_memes_2014.png,person
2362,covid_memes_209.png,person person person person person
2363,covid_memes_1734.png,person person person bench
2364,covid_memes_176.png,person person
2365,covid_memes_1920.png,
2366,covid_memes_1304.png,person person person horse person person tie person person
2367,covid_memes_1223.png,person truck motorcycle book book book refrigerator book book book book book book
2368,covid_memes_1693.png,person tie person dining table dining table
2369,covid_memes_2080.png,person person person
2370,covid_memes_1690.png,person tie
2371,covid_memes_1566.png,person
2372,covid_memes_1266.png,person dog sheep sheep bottle sheep elephant bird
2373,covid_memes_2944.png,laptop person person person bottle person person
2374,covid_memes_3054.png,clock
2375,covid_memes_2890.png,person person person person person person person tv person tv tv cup tv person
2376,covid_memes_3572.png,person person person
2377,covid_memes_3254.png,person
2378,covid_memes_4595.png,person person dog teddy bear person dog
2379,covid_memes_3410.png,person person person person person person person person bed person motorcycle
2380,covid_memes_4686.png,person
2381,covid_memes_284.png,person person tie person person tv
2382,covid_memes_4478.png,person cell phone
2383,covid_memes_4692.png,person tie person umbrella
2384,covid_memes_2931.png,person
2385,covid_memes_2527.png,tie person person person person tie tie
2386,covid_memes_27.png,person
2387,covid_memes_4324.png,bird person person person person person person person tv bottle
2388,covid_memes_3587.png,cat cat
2389,covid_memes_5595.png,person tie
2390,covid_memes_3810.png,person person
2391,covid_memes_2619.png,person keyboard
2392,covid_memes_356.png,person
2393,covid_memes_2901.png,person person person person
2394,covid_memes_2869.png,person teddy bear
2395,covid_memes_2857.png,person person person person person person person person person person person person person person person person bottle
2396,covid_memes_2800.png,person person car person person cell phone
2397,covid_memes_4504.png,person bus sink
2398,covid_memes_3832.png,
2399,covid_memes_4788.png,person person person
2400,covid_memes_374.png,
2401,covid_memes_2412.png,person person cat
2402,covid_memes_4057.png,train
2403,covid_memes_2643.png,person person bowl tie
2404,covid_memes_2621.png,person person person person person person tie person
2405,covid_memes_4589.png,person
2406,covid_memes_842.png,person person
2407,covid_memes_2721.png,potted plant person tv potted plant person person tv tv person book
2408,covid_memes_4982.png,car bus boat
2409,covid_memes_2577.png,person person person tie
2410,covid_memes_3844.png,person
2411,covid_memes_2884.png,person
2412,covid_memes_2820.png,person
2413,covid_memes_2241.png,person person tie
2414,covid_memes_2595.png,person tie
2415,covid_memes_4212.png,person person bottle cup
2416,covid_memes_603.png,person person person person cell phone person
2417,covid_memes_5540.png,person person
2418,covid_memes_74.png,person person cup banana cup spoon
2419,covid_memes_3667.png,person person handbag
2420,covid_memes_2770.png,person dining table person chair
2421,covid_memes_4144.png,horse
2422,covid_memes_3208.png,person cell phone
2423,covid_memes_2282.png,person person tie tie
2424,covid_memes_225.png,person person person
2425,covid_memes_383.png,bird
2426,covid_memes_496.png,person person person person person person person person person person person person person person bench person person backpack person person person backpack handbag backpack
2427,covid_memes_73.png,person book book
2428,covid_memes_2557.png,person
2429,covid_memes_66.png,person person keyboard person
2430,covid_memes_3015.png,bird bird
2431,covid_memes_4576.png,person person toothbrush
2432,covid_memes_587.png,person tie person train bottle person
2433,covid_memes_5648.png,person book frisbee
2434,covid_memes_5434.png,person person person person tie person person person person person person person tie person person person
2435,covid_memes_338.png,
2436,covid_memes_3279.png,tie person person
2437,covid_memes_623.png,tie person person tie person person tv tie book
2438,covid_memes_5167.png,person person remote person person person
2439,covid_memes_2308.png,person person person pizza person
2440,covid_memes_4319.png,person person cat
2441,covid_memes_2584.png,person person person person tie tie tie person
2442,covid_memes_3709.png,person
2443,covid_memes_3808.png,person person person
2444,covid_memes_920.png,person person person person person chair sink sink
2445,covid_memes_2457.png,person person tie person person person tie person person person laptop person
2446,covid_memes_5505.png,person
2447,covid_memes_2582.png,person tv
2448,covid_memes_5052.png,person person person person
2449,covid_memes_3135.png,bird
2450,covid_memes_2988.png,person person
2451,covid_memes_4325.png,person
2452,covid_memes_2229.png,
2453,covid_memes_323.png,tv person person person person person person car
2454,covid_memes_3178.png,person
2455,covid_memes_4491.png,cup
2456,covid_memes_2601.png,person tie
2457,covid_memes_5623.png,person
2458,covid_memes_2311.png,person person person backpack handbag
2459,covid_memes_3144.png,person dog
2460,covid_memes_5592.png,person person person tie tie tie
2461,covid_memes_3798.png,person person person person person tie
2462,covid_memes_618.png,
2463,covid_memes_5530.png,person tie person person person person person backpack tie
2464,covid_memes_2508.png,person person person person
2465,covid_memes_2908.png,person person toothbrush cup potted plant
2466,covid_memes_4485.png,clock person
2467,covid_memes_5105.png,cat
2468,covid_memes_2625.png,person bottle refrigerator
2469,covid_memes_2880.png,person
2470,covid_memes_224.png,sports ball
2471,covid_memes_5537.png,person tie
2472,covid_memes_355.png,person person person person
2473,covid_memes_980.png,
2474,covid_memes_4697.png,person suitcase handbag
2475,covid_memes_4596.png,
2476,covid_memes_830.png,person person person person person person person person tie person
2477,covid_memes_71.png,person
2478,covid_memes_2475.png,
2479,covid_memes_5229.png,person
2480,covid_memes_3839.png,person person person person person bed
2481,covid_memes_4466.png,person person person potted plant person remote
2482,covid_memes_4988.png,cat
2483,covid_memes_5615.png,person tie person person person person
2484,covid_memes_794.png,person car person person person
2485,covid_memes_4359.png,cat person horse dog
2486,covid_memes_798.png,bottle
2487,covid_memes_3756.png,person
2488,covid_memes_3779.png,person person person person car person person person person person person
2489,covid_memes_5528.png,person person
2490,covid_memes_2605.png,person laptop chair person person laptop person tv person laptop mouse book
2491,covid_memes_2985.png,person tie
2492,covid_memes_2479.png,person
2493,covid_memes_4069.png,person tie
2494,covid_memes_703.png,person cell phone
2495,covid_memes_3086.png,person person dog
2496,covid_memes_34.png,person cat person sports ball bird person
2497,covid_memes_3430.png,person person cell phone
2498,covid_memes_797.png,tie person person person person
2499,covid_memes_2261.png,person cell phone
2500,covid_memes_4547.png,person person person person person person person person
2501,covid_memes_4529.png,dog cat
2502,covid_memes_5427.png,tie toothbrush person
2503,covid_memes_916.png,person person person person person person
2504,covid_memes_633.png,person donut
2505,covid_memes_2974.png,person person person
2506,covid_memes_233.png,person
2507,covid_memes_54.png,person
2508,covid_memes_2628.png,person tie person person
2509,covid_memes_2406.png,person
2510,covid_memes_4381.png,
2511,covid_memes_2756.png,person
2512,covid_memes_2797.png,person person person
2513,covid_memes_5570.png,person
2514,covid_memes_3260.png,person truck
2515,covid_memes_406.png,tie person tie tie tie person person person
2516,covid_memes_2752.png,person frisbee
2517,covid_memes_4815.png,person
2518,covid_memes_5007.png,bus clock bicycle
2519,covid_memes_5608.png,
2520,covid_memes_4508.png,person person person person
2521,covid_memes_4974.png,person person
2522,covid_memes_2912.png,person
2523,covid_memes_3145.png,person person person cell phone person cell phone tv tv person
2524,covid_memes_979.png,person person person baseball bat person baseball bat tennis racket
2525,covid_memes_2994.png,person person person person person remote person
2526,covid_memes_4654.png,person person person
2527,covid_memes_4976.png,person
2528,covid_memes_499.png,person tie
2529,covid_memes_5504.png,person
2530,covid_memes_2593.png,wine glass person
2531,covid_memes_4671.png,person cup clock
2532,covid_memes_792.png,cat
2533,covid_memes_2354.png,person tie person
2534,covid_memes_3153.png,dog
2535,covid_memes_4185.png,person person tv person person tv tv person tv person
2536,covid_memes_4047.png,person person person person person
2537,covid_memes_5414.png,person person sports ball person person person person tv person person
2538,covid_memes_309.png,person orange person
2539,covid_memes_455.png,bottle bottle bottle
2540,covid_memes_4428.png,person
2541,covid_memes_3799.png,person person person
2542,covid_memes_5000.png,person
2543,covid_memes_429.png,person person cell phone cell phone person person person
2544,covid_memes_630.png,person person person person person
2545,covid_memes_2802.png,person person cup
2546,covid_memes_245.png,person person remote
2547,covid_memes_3308.png,person tv
2548,covid_memes_4578.png,bottle bottle cup
2549,covid_memes_5247.png,person person person person person person person
2550,covid_memes_410.png,person person person person
2551,covid_memes_3180.png,person person
2552,covid_memes_804.png,person person person
2553,covid_memes_2360.png,person tie person person tie tie
2554,covid_memes_808.png,person tie person tie
2555,covid_memes_488.png,person person person
2556,covid_memes_687.png,person potted plant book book
2557,covid_memes_3182.png,tie person person person book person
2558,covid_memes_4454.png,person teddy bear person
2559,covid_memes_3161.png,person person person person person person person handbag skateboard backpack remote person
2560,covid_memes_251.png,person
2561,covid_memes_5629.png,person person
2562,covid_memes_4799.png,bottle person person person person person person person person handbag person person person person handbag
2563,covid_memes_3264.png,
2564,covid_memes_3521.png,person person backpack
2565,covid_memes_58.png,person person tie tie
2566,covid_memes_3968.png,person person book book bottle book bottle book bottle book bottle bottle bottle
2567,covid_memes_5267.png,person cell phone sink remote
2568,covid_memes_2604.png,person
2569,covid_memes_2496.png,person
2570,covid_memes_989.png,
2571,covid_memes_4167.png,person cup tv person chair chair
2572,covid_memes_270.png,person person person person teddy bear
2573,covid_memes_3200.png,tv person person
2574,covid_memes_5099.png,dog dog
2575,covid_memes_2170.png,person bowl
2576,covid_memes_3482.png,person person person person person handbag person person person person person
2577,covid_memes_4178.png,person person person tie
2578,covid_memes_4519.png,dog
2579,covid_memes_4171.png,tie person
2580,covid_memes_2821.png,person
2581,covid_memes_607.png,teddy bear person person
2582,covid_memes_877.png,person person
2583,covid_memes_5640.png,person tie baseball bat
2584,covid_memes_5442.png,person
2585,covid_memes_5659.png,tie person
2586,covid_memes_2982.png,person bottle bottle person
2587,covid_memes_5511.png,person person person person person person person person person
2588,covid_memes_4957.png,person
2589,covid_memes_2263.png,tie cup person person person
2590,covid_memes_5412.png,person
2591,covid_memes_563.png,person tie
2592,covid_memes_426.png,person dining table person person person bottle person person
2593,covid_memes_2679.png,person
2594,covid_memes_2232.png,person tie person
2595,covid_memes_2966.png,
2596,covid_memes_930.png,person person person person person person person person
2597,covid_memes_4270.png,person
2598,covid_memes_2958.png,person tv
2599,covid_memes_4086.png,tie bear
2600,covid_memes_4138.png,person person person person person person person person person person person person person person
2601,covid_memes_5234.png,person cup
2602,covid_memes_588.png,sports ball sports ball person person person person
2603,covid_memes_3317.png,person book teddy bear
2604,covid_memes_2444.png,
2605,covid_memes_853.png,person person person chair cup dining table
2606,covid_memes_2780.png,person person person person
2607,covid_memes_4705.png,person cat person truck remote
2608,covid_memes_5755.png,person person person tie person person person person tie teddy bear person person
2609,covid_memes_872.png,person person
2610,covid_memes_2476.png,tie person person
2611,covid_memes_381.png,person person person person person
2612,covid_memes_848.png,person tie tie person tie
2613,covid_memes_3136.png,person tie
2614,covid_memes_3976.png,
2615,covid_memes_4493.png,person person
2616,covid_memes_344.png,person person person person
2617,covid_memes_5577.png,person
2618,covid_memes_2922.png,person person person
2619,covid_memes_507.png,person person cat person remote sports ball bowl
2620,covid_memes_2999.png,person cell phone
2621,covid_memes_2936.png,
2622,covid_memes_5699.png,
2623,covid_memes_2534.png,person person person baseball bat person
2624,covid_memes_561.png,person person
2625,covid_memes_3926.png,person person
2626,covid_memes_925.png,person
2627,covid_memes_5534.png,person tie tie person
2628,covid_memes_4099.png,person person person person sports ball person tie
2629,covid_memes_914.png,person person person person person person person person chair
2630,covid_memes_884.png,person
2631,covid_memes_3129.png,person person tie
2632,covid_memes_5680.png,person tie person person truck
2633,covid_memes_88.png,person person person
2634,covid_memes_2875.png,person person
2635,covid_memes_2847.png,person tie
2636,covid_memes_2612.png,person cup cup cup laptop chair wine glass
2637,covid_memes_3263.png,person person person person person train person handbag person person person person person person person person person backpack person person person person
2638,covid_memes_4946.png,person tie person person person person person person person
2639,covid_memes_997.png,person
2640,covid_memes_2388.png,sheep sheep sheep sheep sheep sheep sheep sheep sheep
2641,covid_memes_366.png,person person person person person person
2642,covid_memes_3785.png,person person tie
2643,covid_memes_2657.png,dog cat
2644,covid_memes_99.png,
2645,covid_memes_2473.png,person tie person person sports ball sports ball person
2646,covid_memes_3784.png,person
2647,covid_memes_52.png,person toothbrush
2648,covid_memes_2290.png,person person person boat person chair person
2649,covid_memes_228.png,person tie
2650,covid_memes_2394.png,tie book tie
2651,covid_memes_3266.png,person
2652,covid_memes_4980.png,person person handbag
2653,covid_memes_5657.png,person cake
2654,covid_memes_3162.png,person person
2655,covid_memes_3297.png,person
2656,covid_memes_4423.png,
2657,covid_memes_4562.png,person person person bottle
2658,covid_memes_3606.png,person person person dog book dog dog
2659,covid_memes_2255.png,person
2660,covid_memes_3861.png,person person
2661,covid_memes_288.png,bottle person person person person person person person handbag person person person person person person person person handbag
2662,covid_memes_4488.png,dog person teddy bear
2663,covid_memes_3742.png,person person person person person person person person person person person skateboard
2664,covid_memes_4658.png,person person person person person person person person person
2665,covid_memes_3668.png,person person
2666,covid_memes_2709.png,person cup book cup
2667,covid_memes_2328.png,person
2668,covid_memes_2490.png,person person tie person tie person
2669,covid_memes_4113.png,teddy bear bird sports ball
2670,covid_memes_261.png,person bowl dining table wine glass dining table
2671,covid_memes_3236.png,person person person remote person
2672,covid_memes_3097.png,person
2673,covid_memes_3112.png,car person car truck car car
2674,covid_memes_3114.png,person bed
2675,covid_memes_4196.png,person
2676,covid_memes_3912.png,
2677,covid_memes_2666.png,keyboard
2678,covid_memes_3197.png,person person person bottle person bird person
2679,covid_memes_5580.png,person tie
2680,covid_memes_3031.png,person person person person tie person person person person tie suitcase person suitcase person person suitcase person person person tie person
2681,covid_memes_2973.png,person person cake bottle bottle
2682,covid_memes_5174.png,person
2683,covid_memes_573.png,person person person person person
2684,covid_memes_5288.png,person person person person person person person tie person person
2685,covid_memes_467.png,
2686,covid_memes_2883.png,person tennis racket person person bird bird
2687,covid_memes_2485.png,person person
2688,covid_memes_452.png,person person
2689,covid_memes_3707.png,person
2690,covid_memes_4143.png,person person person person person person person person person person person person person
2691,covid_memes_4272.png,person person person person clock
2692,covid_memes_2349.png,
2693,covid_memes_352.png,person
2694,covid_memes_78.png,cup person person person cup person bowl person pizza book cup remote mouse laptop laptop
2695,covid_memes_2746.png,dog dog refrigerator
2696,covid_memes_4544.png,laptop tv person cup chair keyboard
2697,covid_memes_2784.png,cat remote remote
2698,covid_memes_2206.png,person
2699,covid_memes_397.png,bottle bottle bottle bottle bottle
2700,covid_memes_3246.png,person clock wine glass
2701,covid_memes_2831.png,person
2702,covid_memes_4870.png,person
2703,covid_memes_5652.png,person
2704,covid_memes_5228.png,person person
2705,covid_memes_3972.png,person
2706,covid_memes_2688.png,person person person person tie tie
2707,covid_memes_5704.png,person person tie tie umbrella
2708,covid_memes_3689.png,person person person person tie book sports ball
2709,covid_memes_2256.png,person person tie
2710,covid_memes_3140.png,person person
2711,covid_memes_3636.png,person person apple
2712,covid_memes_437.png,person person person person person potted plant chair chair potted plant
2713,covid_memes_4511.png,
2714,covid_memes_2165.png,person person tie person tie person
2715,covid_memes_475.png,person person person person person person person person person cell phone person
2716,covid_memes_2438.png,person
2717,covid_memes_2240.png,person person person
2718,covid_memes_3416.png,person person
2719,covid_memes_2945.png,dog dog tv laptop keyboard mouse laptop tv bed
2720,covid_memes_2158.png,person person person tie person tie person person
2721,covid_memes_3680.png,horse person car
2722,covid_memes_5591.png,person tie person
2723,covid_memes_3201.png,dog dog
2724,covid_memes_2173.png,person person tie
2725,covid_memes_741.png,tv
2726,covid_memes_5057.png,
2727,covid_memes_4538.png,bottle bottle kite parking meter
2728,covid_memes_4200.png,person person cup cup
2729,covid_memes_2778.png,person person sports ball
2730,covid_memes_2768.png,person person
2731,covid_memes_4473.png,person cell phone book book
2732,covid_memes_3527.png,person
2733,covid_memes_597.png,person person person person person
2734,covid_memes_3270.png,person person person person person person person bird
2735,covid_memes_3168.png,person person person
2736,covid_memes_2313.png,person person
2737,covid_memes_5599.png,person person tie person person tie person
2738,covid_memes_912.png,person cow dog
2739,covid_memes_93.png,
2740,covid_memes_454.png,person
2741,covid_memes_999.png,person person person person tie person
2742,covid_memes_2156.png,person
2743,covid_memes_4703.png,tie person tie tie
2744,covid_memes_4429.png,person person person cell phone laptop person
2745,covid_memes_3499.png,person person person person person person person
2746,covid_memes_3713.png,person
2747,covid_memes_3486.png,dog dog
2748,covid_memes_2653.png,person
2749,covid_memes_3723.png,person person car
2750,covid_memes_3816.png,person person person person umbrella person
2751,covid_memes_2677.png,person
2752,covid_memes_2729.png,dog dog
2753,covid_memes_932.png,person person
2754,covid_memes_3593.png,person chair cat
2755,covid_memes_2678.png,person person person book
2756,covid_memes_4805.png,person person person person person person skis
2757,covid_memes_4520.png,person tie dog sheep
2758,covid_memes_2917.png,person person person chair person
2759,covid_memes_4384.png,person
2760,covid_memes_4255.png,person tie person
2761,covid_memes_3460.png,person person person person person tennis racket person
2762,covid_memes_2594.png,person tie
2763,covid_memes_2223.png,person
2764,covid_memes_3773.png,person person person person person
2765,covid_memes_660.png,person person person tv person
2766,covid_memes_4159.png,person person person clock person person person
2767,covid_memes_2580.png,person clock
2768,covid_memes_2668.png,person tennis racket
2769,covid_memes_4708.png,person person person car person person
2770,covid_memes_2561.png,person person tie bottle
2771,covid_memes_4033.png,person tie
2772,covid_memes_4472.png,person train
2773,covid_memes_4968.png,person
2774,covid_memes_3967.png,
2775,covid_memes_2640.png,person
2776,covid_memes_5433.png,person tie person tie tie person
2777,covid_memes_5650.png,bed
2778,covid_memes_2741.png,person person skateboard person
2779,covid_memes_3840.png,person person person
2780,covid_memes_2897.png,teddy bear
2781,covid_memes_254.png,cat broccoli bowl
2782,covid_memes_4480.png,person person person
2783,covid_memes_5663.png,person person person person person person person tie person person person person
2784,covid_memes_3491.png,person
2785,covid_memes_2933.png,person
2786,covid_memes_5372.png,broccoli tv
2787,covid_memes_3940.png,person person person
2788,covid_memes_658.png,person person person person
2789,covid_memes_4207.png,person
2790,covid_memes_5654.png,person person cow
2791,covid_memes_5688.png,chair book vase potted plant book book book book book book book book
2792,covid_memes_276.png,person chair person
2793,covid_memes_2253.png,person person person person person person cup motorcycle
2794,covid_memes_4883.png,person person
2795,covid_memes_4568.png,person
2796,covid_memes_2200.png,person person person person person person tie person tie tie tie person
2797,covid_memes_4003.png,person
2798,covid_memes_2961.png,person person clock person person person laptop cell phone person bowl person toothbrush bed potted plant cell phone person keyboard chair
2799,covid_memes_2350.png,person tie person person person person
2800,covid_memes_5143.png,person person person
2801,covid_memes_495.png,person person cup cup laptop chair cup
2802,covid_memes_386.png,person person bottle bottle cup
2803,covid_memes_3157.png,teddy bear teddy bear potted plant
2804,covid_memes_2872.png,person bottle
2805,covid_memes_3820.png,dog
2806,covid_memes_4333.png,person tie chair
2807,covid_memes_2714.png,person person remote person
2808,covid_memes_3715.png,person tv person cell phone
2809,covid_memes_268.png,person person
2810,covid_memes_595.png,sports ball suitcase
2811,covid_memes_5424.png,person person chair chair clock
2812,covid_memes_957.png,person person person person person
2813,covid_memes_372.png,person person chair
2814,covid_memes_4458.png,person person dog remote cat
2815,covid_memes_782.png,person
2816,covid_memes_2187.png,dog bird tennis racket
2817,covid_memes_4163.png,person person person
2818,covid_memes_4219.png,bird horse
